name,price,description,specifications
Краска водоразбавляемая Teknos Nordica Eko для домов Белая глянцевая 9 л,,"['Степень блеска поверхности: глянцевая', 'Тип поверхности: дерево', 'Бренд: TEKNOS']","{""Степень блеска поверхности"": ""глянцевая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Тип поверхности"": ""дерево"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""TEKNOS"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""белый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""7"", ""Время высыхания между слоями (ч)"": ""4"", ""Фасовка (л)"": ""9"", ""Базис"": ""PM1""}"
Краска водоразбавляемая Teknos Nordica Eko для домов Белая глянцевая 0.9 л,,"['Степень блеска поверхности: глянцевая', 'Состав,: акриловый', 'Тип поверхности: дерево']","{""Степень блеска поверхности"": ""глянцевая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Тип поверхности"": ""дерево"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""TEKNOS"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""7"", ""Время высыхания между слоями (ч)"": ""4"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""PM1""}"
Краска акрилатная Tikkurila Pika-Teho для дерева База С матовая 9 л,,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Тип поверхности: дерево']","{""Степень блеска поверхности"": ""матовая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""дерево"", ""Срок службы,"": ""до 7 лет"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""база С"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания между слоями (ч)"": ""4"", ""Расход (1 слой) - пиленая древесина"": ""5 м.кв/л"", ""Расход (1 слой) - строганая древесина"": ""8 м.кв/л"", ""Фасовка (л)"": ""9"", ""Базис"": ""C""}"
Краска масляная для дерева Tikkurila Teho База С полуглянцевая (9л),,"['Состав,: алкидный / с добавлением масла', 'Тип поверхности: дерево', 'Тип работ: наружные работы']","{""Степень блеска поверхности"": ""полуглянцевая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""дерево"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""база С"", ""Состав,"": ""алкидный / с добавлением масла"", ""Разбавитель (растворитель)"": ""уайт-спирит 1050 / алкидный растворитель 2010 / грунтовка Valtti"", ""Способ нанесения"": ""кисть"", ""Время полного высыхания (ч)"": ""24"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания между слоями (ч)"": ""48"", ""Расход (1 слой) - пиленая древесина"": ""7 м.кв/л"", ""Расход (1 слой) - строганая древесина"": ""10 м.кв/л"", ""Фасовка (л)"": ""9"", ""Базис"": ""C""}"
Краска акрилатная Tikkurila Pika-Teho для дерева База С матовая 2.7 л,,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Тип поверхности: дерево']","{""Степень блеска поверхности"": ""матовая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""дерево"", ""Срок службы,"": ""до 7 лет"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""база С"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания между слоями (ч)"": ""4"", ""Расход (1 слой) - пиленая древесина"": ""5 м.кв/л"", ""Расход (1 слой) - строганая древесина"": ""8 м.кв/л"", ""Фасовка (л)"": ""2.7"", ""Базис"": ""C""}"
Краска акрилатная Tikkurila Pika-Teho для дерева База С матовая 0.9 л,,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Тип поверхности: дерево']","{""Степень блеска поверхности"": ""матовая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""дерево"", ""Срок службы,"": ""до 7 лет"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""база С"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания между слоями (ч)"": ""4"", ""Расход (1 слой) - пиленая древесина"": ""5 м.кв/л"", ""Расход (1 слой) - строганая древесина"": ""8 м.кв/л"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""C""}"
Краска масляная для дерева Tikkurila Teho База С полуглянцевая (2.7л),,"['Состав,: алкидный / с добавлением масла', 'Тип поверхности: дерево', 'Тип работ: наружные работы']","{""Степень блеска поверхности"": ""полуглянцевая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""дерево"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""база С"", ""Состав,"": ""алкидный / с добавлением масла"", ""Разбавитель (растворитель)"": ""уайт-спирит 1050 / алкидный растворитель 2010 / грунтовка Valtti"", ""Способ нанесения"": ""кисть"", ""Время полного высыхания (ч)"": ""24"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания между слоями (ч)"": ""48"", ""Расход (1 слой) - пиленая древесина"": ""7 м.кв/л"", ""Расход (1 слой) - строганая древесина"": ""10 м.кв/л"", ""Фасовка (л)"": ""2.7"", ""Базис"": ""C""}"
Лак битумный Микстон БТ- 577 Микстон Черный (4.5кг),,"['Бренд: Микстон', 'Страна производителя: РОССИЯ', 'Цвет: черный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""битумный"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Микстон"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""черный"", ""Состав"": ""Битумы, органические растворители, синтетические модифицирующие добавки, ускорители сушки."", ""Разбавитель (растворитель)"": ""уайт-спирит / сольвент / скипидар"", ""Артикул"": ""Б-577"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Расход (1 слой), (г/кв.м)"": ""100-150"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""8-10"", ""Время высыхания между слоями (ч)"": ""24"", ""Тип поверхности"": ""дерево / металл"", ""Фасовка (л)"": ""5""}"
Лак для камня специальный GOODHIM TEXTURE 288 57717 (0.8л) ,,"['Бренд: goodhim', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""нет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""goodhim"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""ацетон / ксилол"", ""Артикул"": ""57717"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""3"", ""Температура применения, (град. C)"": ""от -25 до +35"", ""Рекомендованное количество слоев покрытия"": ""1"", ""Расход (1 слой), (кв.м/л)"": ""80-120 гр. / кв. метр."", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""кирпич / бетон / гипс / натуральный камень / керамика"", ""Фасовка (л)"": ""0.8""}"
Лак битумный Микстон БТ- 577 Микстон Черный (0.9кг),,"['Бренд: Микстон', 'Страна производителя: РОССИЯ', 'Цвет: черный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""битумный"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Микстон"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""черный"", ""Состав"": ""Битумы, органические растворители, синтетические модифицирующие добавки, ускорители сушки."", ""Разбавитель (растворитель)"": ""уайт-спирит / сольвент / скипидар"", ""Артикул"": ""Б-577"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Расход (1 слой), (г/кв.м)"": ""100-150"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""8-10"", ""Время высыхания между слоями (ч)"": ""24"", ""Тип поверхности"": ""дерево / металл"", ""Фасовка (л)"": ""1""}"
Лак для камня специальный GOODHIM TEXTURE 288 41584 (2.4л),,"['Бренд: goodhim', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""нет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""goodhim"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""ацетон / ксилол"", ""Артикул"": ""41584"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""3"", ""Температура применения, (град. C)"": ""от -25 до +35"", ""Рекомендованное количество слоев покрытия"": ""1"", ""Расход (1 слой), (кв.м/л)"": ""80-120 гр. / кв. метр."", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""кирпич / бетон / гипс / натуральный камень / керамика"", ""Фасовка (л)"": ""2.4""}"
Лак термостойкий для камня GOODHIM TEXTURE 550 57724 (0.8л) ,,"['Бренд: goodhim', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для бань и саун"", ""Степень блеска поверхности"": ""глянцевая"", ""Колеровка"": ""нет"", ""Состав,"": ""кремнийорганический / смолы"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""10 лет"", ""Бренд"": ""goodhim"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""сольвент / ксилол"", ""Артикул"": ""57724"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""от -32 до +42"", ""Рекомендованное количество слоев покрытия"": ""3-4"", ""Расход (1 слой), (кв.м/л)"": ""121-151 г/м2"", ""Время высыхания между слоями (ч)"": ""1.5"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""бетон / керамика / стекло / дерево / металл"", ""Фасовка (л)"": ""0.8""}"
Лак для камня и кирпича Dali акрил-силиконовый полуматовый - 10 л,,"['Бренд: Dali', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""облицовка каминов / для защиты бетонных поверхностей / для стен"", ""Степень блеска поверхности"": ""полуматовая"", ""Защита от УФ-излучения (солнца)"": ""светостойкий"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""акрилово-силиконовый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""5 лет"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""не ниже +10"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""5-10"", ""Время высыхания между слоями (ч)"": ""следующий слой наносить до высыхания предыдущего"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / натуральный камень / минеральные поверхности / оштукатуренная поверхность"", ""Фасовка (л)"": ""10""}"
Лак для камня и кирпича Dali акрил-силиконовый полуматовый - 5 л,,"['Бренд: Dali', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Защита от УФ-излучения (солнца)"": ""обычная"", ""Состав,"": ""акриловый / силиконовый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""не разбавлять"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""от +10"", ""Рекомендованное количество слоев покрытия"": ""до насыщения поверхности"", ""Расход (1 слой), (кв.м/л)"": ""5-10м2"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / натуральный камень / минеральные поверхности"", ""Фасовка (л)"": ""5""}"
Лак для камня и кирпича Dali акрил-силиконовый полуматовый - 1 л,,"['Бренд: Dali', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный, прозрачный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Защита от УФ-излучения (солнца)"": ""обычная"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""акрилово-силиконовый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""10 лет"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный, прозрачный"", ""Разбавитель (растворитель)"": ""не разбавлять"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""от +10"", ""Расход (1 слой), (кв.м/л)"": ""5-10 кв.м./л"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / натуральный камень / минеральные поверхности"", ""Фасовка (л)"": ""1""}"
Лак паркетный Tikkurila LACQUER PARQUET полуматовый бесцветный база EP (9л),,"['Выбор фасовки: крупная от 7л(кг)', 'Бренд: Tikkurila', 'Страна производителя: ФИНЛЯНДИЯ']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета / для полов / для мебели"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""да"", ""Состав,"": ""алкидно-уретановый"", ""Готовность к применению"": ""готов к применению"", ""Выбор фасовки"": ""крупная от 7л(кг)"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит Lakkabensiini 1050"", ""Способ нанесения"": ""кисть / валик / краскораспылитель / аппликатор"", ""Время полного высыхания (ч)"": ""6"", ""Температура применения, (град. C)"": ""не ниже +5"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""12-14"", ""Время высыхания между слоями (ч)"": ""6"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""дерево / ДВП / ДСП / паркет"", ""Фасовка (л)"": ""9""}"
Лак паркетный GOODHIM TEXTURE 220 глянцевый 60880 (0.8л),,"['Бренд: goodhim', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для паркета / для стен / для полов / для мебели"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""нет"", ""Состав,"": ""алкидная смола"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""goodhim"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит / сольвент / ксилол"", ""Артикул"": ""60880"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Время полного высыхания (ч)"": ""4"", ""Температура применения, (град. C)"": ""от +10 до +25"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""200-300 мл/м2"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""дерево"", ""Фасовка (л)"": ""0.8""}"
Лак паркетный GOODHIM TEXTURE 220 глянцевый 60897 (2.4л),,"['Бренд: goodhim', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для паркета / для стен / для полов / для мебели"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""нет"", ""Состав,"": ""алкидная смола"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""goodhim"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит / сольвент / ксилол"", ""Артикул"": ""60897"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Время полного высыхания (ч)"": ""4"", ""Температура применения, (град. C)"": ""от +10 до +25"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""200-300 мл/м2"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""дерево"", ""Фасовка (л)"": ""2.4""}"
"Лак паркетный ЭКО полуматовый бесцветный, Eurotex (5л)",,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета / для окон и дверей / для изделий из древесины / для стен / для полов / для мебели / потолки"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""ручная / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""12"", ""Температура применения, (град. C)"": ""не ниже +10"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""8-13"", ""Время высыхания между слоями (ч)"": ""3"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""дерево / окрашенная древесина / ДВП / ДСП"", ""Фасовка (л)"": ""5""}"
"Лак паркетный ЭКО матовый бесцветный, Eurotex (5л)",,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета / для окон и дверей / для изделий из древесины / для стен / для полов / для мебели / потолки"", ""Степень блеска поверхности"": ""матовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""ручная / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""12"", ""Температура применения, (град. C)"": ""не ниже +10"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""8-13"", ""Время высыхания между слоями (ч)"": ""3"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""дерево / окрашенная древесина / ДВП / ДСП"", ""Фасовка (л)"": ""5""}"
"Лак паркетный ЭКО глянцевый бесцветный, Eurotex (5л)",,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета / для окон и дверей / для изделий из древесины / для стен / для полов / для мебели / потолки"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""ручная / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""12"", ""Температура применения, (град. C)"": ""не ниже +10"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""8-13"", ""Время высыхания между слоями (ч)"": ""3"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""дерево / окрашенная древесина / ДВП / ДСП"", ""Фасовка (л)"": ""5""}"
Лак для пола Tikkurila Parketti-Assa 50 полуглянцевый,,"['Бренд: Tikkurila', 'Страна производителя: ФИНЛЯНДИЯ', 'Область применения: для паркета']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Время полного высыхания (ч)"": ""12"", ""Время высыхания на отлип, (ч)"": ""1"", ""Температура применения, (град. C)"": ""не ниже +15"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""10"", ""Время высыхания между слоями (ч)"": ""1"", ""Фасовка (л)"": ""5""}"
Лак для пола Tikkurila Parketti-Assa 50 полуглянцевый,,"['Бренд: Tikkurila', 'Страна производителя: ФИНЛЯНДИЯ', 'Область применения: для паркета']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Время полного высыхания (ч)"": ""12"", ""Время высыхания на отлип, (ч)"": ""1"", ""Температура применения, (град. C)"": ""не ниже +15"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""10"", ""Время высыхания между слоями (ч)"": ""1"", ""Фасовка (л)"": ""1""}"
Лак для пола Tikkurila Parketti-Assa 20 полуматовый,,"['Бренд: Tikkurila', 'Страна производителя: ФИНЛЯНДИЯ', 'Область применения: для паркета']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Время полного высыхания (ч)"": ""12"", ""Время высыхания на отлип, (ч)"": ""1"", ""Температура применения, (град. C)"": ""не ниже +15"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""10"", ""Время высыхания между слоями (ч)"": ""1"", ""Фасовка (л)"": ""5""}"
Краска акрилатная Tikkurila YKI Sokkelimaali для цоколя (База С) глубокоматовая 0.9 л,,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Тип поверхности: минеральные поверхности']","{""Степень блеска поверхности"": ""матовая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""минеральные поверхности"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""база С"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""6"", ""Время высыхания между слоями (ч)"": ""4"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""C""}"
Краска акрилатная Tikkurila YKI Sokkelimaali для цоколя Белая глубокоматовая 2.7 л,,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Тип поверхности: минеральные поверхности']","{""Степень блеска поверхности"": ""матовая"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Тип поверхности"": ""минеральные поверхности"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""6"", ""Время высыхания между слоями (ч)"": ""4"", ""Фасовка (л)"": ""2.7"", ""Базис"": ""A""}"
