name,price,description,specifications
Фасадный лак МультиПротект-Л для камня и кирпича - 1 л,760,"['Бренд: МультиПротект', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""наружные работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""светостойкий"", ""Состав,"": ""MS-полимер"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""МультиПротект"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""ацетон / ксилол"", ""Способ нанесения"": ""кисть / валик"", ""Время полного высыхания (ч)"": ""72-120"", ""Температура применения, (град. C)"": ""-15 +20"", ""Расход (1 слой), (кв.м/л)"": ""150-200"", ""Тип поверхности"": ""натуральный камень"", ""Фасовка (л)"": ""1""}"
Лак НЦ-243 Рельеф матовый (1.7кг),760,"['Бренд: РЕЛЬЕФ', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для изделий из древесины / для мебели"", ""Степень блеска поверхности"": ""матовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""нет"", ""Состав,"": ""нитроцеллюлоза"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""РЕЛЬЕФ"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""646"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Рекомендованное количество слоев покрытия"": ""3-4"", ""Расход (1 слой), (кв.м/л)"": ""85-105 г/м2"", ""Время высыхания между слоями (ч)"": ""1"", ""Тип поверхности"": ""дерево"", ""Фасовка, (кг)"": ""1.7""}"
"Лак паркетный ЭКО полуматовый бесцветный, Eurotex (0.8л)",660,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для паркета / для окон и дверей / для изделий из древесины / для стен / для полов / для мебели / потолки"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""ручная / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""12"", ""Температура применения, (град. C)"": ""не ниже +10"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""8-13"", ""Время высыхания между слоями (ч)"": ""3"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""дерево / окрашенная древесина / ДВП / ДСП"", ""Фасовка (л)"": ""0.8""}"
Лак НЦ-218 Рельеф глянцевый (1.7кг),750,"['Бренд: РЕЛЬЕФ', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для изделий из древесины"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""нет"", ""Состав,"": ""нитроцеллюлоза"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""РЕЛЬЕФ"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""646"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Рекомендованное количество слоев покрытия"": ""3-4"", ""Расход (1 слой), (кв.м/л)"": ""85-105 г/м2"", ""Время высыхания между слоями (ч)"": ""1"", ""Тип поверхности"": ""дерево"", ""Фасовка, (кг)"": ""1.7""}"
"Лак по камню ""Рельеф"" РЕЛЬЕФ_pr (2.5кг)",740,"['Бренд: РЕЛЬЕФ', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""облицовка каминов / для изделий из древесины"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Колеровка"": ""нет"", ""Состав,"": ""акриловый / воск"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""РЕЛЬЕФ"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Расход (1 слой), (г/кв.м)"": ""150-200"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Время высыхания между слоями (ч)"": ""1"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / натуральный камень / дерево / камень"", ""Фасовка, (кг)"": ""2.5""}"
Лак защитно-декоративный Dali-Decor FLUID - 0.9 кг,585,"['Бренд: Dali Decor', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Бренд"": ""Dali Decor"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Расход"": ""1кг на 10-15 м2"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Готовность к применению"": ""готов к применению"", ""Способ нанесения"": ""кисть / валик"", ""Время полного высыхания (ч)"": ""2 (окончательный набор прочности покрытия – 24 часа)"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Тип работ"": ""внутренние работы"", ""Температура применения, (град. C)"": ""от +10"", ""Основа,"": ""акриловая"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Время высыхания между слоями (ч)"": ""1"", ""Вид материала"": ""Лаки для декора""}"
Лак для камня и кирпича Dali Мокрый камень - 0.75 л,614,"['Бренд: Dali', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Защита от УФ-излучения (солнца)"": ""обычная"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""10 лет"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""не разбавлять"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""от+5"", ""Рекомендованное количество слоев покрытия"": ""1-3"", ""Расход (1 слой), (кв.м/л)"": ""7-10"", ""Время высыхания между слоями (ч)"": ""2"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / натуральный камень / минеральные поверхности"", ""Фасовка (л)"": ""0.75""}"
Яхтный лак для дерева EUROTEX Бесцветный полуматовый - 0.75 л,641,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Состав,"": ""алкидно-уретановый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""до 8 лет"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""168"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2-4"", ""Расход (1 слой), (кв.м/л)"": ""9-13"", ""Время высыхания между слоями (ч)"": ""12"", ""Тип поверхности"": ""кирпич / бетон / натуральный камень / дерево / ДВП / ДСП / минеральные поверхности"", ""Фасовка (л)"": ""0.75""}"
Яхтный лак для дерева EUROTEX Бесцветный глянцевый - 0.75 л,614,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Состав,"": ""алкидно-уретановый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""до 8 лет"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""168"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2-4"", ""Расход (1 слой), (кв.м/л)"": ""9-13"", ""Время высыхания между слоями (ч)"": ""12"", ""Тип поверхности"": ""кирпич / бетон / натуральный камень / дерево / ДВП / ДСП / минеральные поверхности"", ""Фасовка (л)"": ""0.75""}"
Лак паркетный EUROTEX Premium Бесцветный глянцевый (0.8л),580,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Состав,"": ""алкидный"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""96"", ""Температура применения, (град. C)"": ""от+5"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""9-13"", ""Время высыхания между слоями (ч)"": ""5"", ""Тип поверхности"": ""дерево / ДВП / ДСП"", ""Фасовка (л)"": ""0.8""}"
"Аквалак для стен и потолков SIBERIAN полуматовый защитный, Husky (0.9л)",360,"['Бренд: Husky', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""стены / потолки"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""автоматическая / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""до 10 лет"", ""Бренд"": ""Husky"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""не ниже +10"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""1 л на 7-10 кв.м"", ""Время высыхания между слоями (ч)"": ""8"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / дерево"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""Т""}"
Лак защитный для древесины Микстон Экспресс Палисандр,399,"['Бренд: Микстон', 'Страна производителя: РОССИЯ', 'Цвет: палисандр']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""высоко глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""алкидный"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Микстон"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""палисандр"", ""Разбавитель (растворитель)"": ""уайт-спирит / сольвент / ксилол"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""5 часов"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""13-14"", ""Время высыхания между слоями (ч)"": ""5"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""дерево / ДВП / ДСП"", ""Фасовка, (кг)"": ""0.7""}"
"Лак термостойкий КО-85 по металлу, бетону, стеклу до +250°С CERTA K8500005 бесцветный (0.7кг)",499,"['Бренд: CERTA', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""термостойкие материалы"", ""Степень блеска поверхности"": ""не определяется"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""нет"", ""Состав,"": ""смолы"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""CERTA"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Артикул"": ""K8500005"", ""Способ нанесения"": ""кисть / валик / окунание"", ""Время полного высыхания (ч)"": ""2-3"", ""Термостойкость, (град. C)"": ""250"", ""Температура применения, (град. C)"": ""от -30 до +40"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""125–150 г/м2"", ""Время высыхания между слоями (ч)"": ""1"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""кирпич / бетон / керамика / стекло / металл"", ""Возможность нанесения при отрицательных температурах"": ""Да"", ""Толщина 1-го сухого слоя, рекомендуемая, (мкм)"": ""40"", ""Фасовка, (кг)"": ""0.7""}"
Лак защитный для древесины Микстон Экспресс Бесцветный высокоглянцевый,399,"['Бренд: Микстон', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""высоко глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""алкидный"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Микстон"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит / сольвент / ксилол"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""5 часов"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""13-14"", ""Время высыхания между слоями (ч)"": ""5"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""дерево / ДВП / ДСП"", ""Фасовка, (кг)"": ""0.7""}"
Лак Кудо акриловый  универсал аэрозоль матовый,299,"['Бренд: Kudo', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""матовая"", ""Состав,"": ""акриловый"", ""Бренд"": ""Kudo"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Способ нанесения"": ""через форсунку баллона"", ""Время полного высыхания (ч)"": ""2"", ""Кол-во в упаковке, (шт)"": ""12"", ""Время высыхания на отлип, (ч)"": ""0.5"", ""Кратность отгрузки, (шт)"": ""1"", ""Расход (1 слой), (г/кв.м)"": ""0.26мл/кв.м"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания первого слоя (ч)"": ""0.17"", ""Тип поверхности"": ""дерево / пластик / ПВХ / металл"", ""Фасовка (л)"": ""0.52""}"
"Лак по камню ""Рельеф"" РЕЛЬЕФ_pr (0.9кг)",280,"['Бренд: РЕЛЬЕФ', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""облицовка каминов / для изделий из древесины"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Колеровка"": ""нет"", ""Состав,"": ""акриловый / воск"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""РЕЛЬЕФ"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Расход (1 слой), (г/кв.м)"": ""150-200"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Время высыхания между слоями (ч)"": ""1"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / натуральный камень / дерево / камень"", ""Фасовка, (кг)"": ""0.9""}"
Эмаль полиуретановая универсальная Symphony WINNER 10519 шелковисто-матовая база C бесцветная (9л),8 350,"['Бренд: Symphony', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для защиты бетонных поверхностей / для радиаторов отопления / универсальная / для мебели / окна"", ""Степень блеска поверхности"": ""шелковисто матовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""да"", ""Состав,"": ""полиуритановый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Symphony"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит"", ""Артикул"": ""10519"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""3-5"", ""Температура применения, (град. C)"": ""выше +5"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""7-12"", ""Время высыхания между слоями (ч)"": ""24"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""бетон / дерево / ДВП / ДСП / металл"", ""Фасовка (л)"": ""9"", ""Базис"": ""C""}"
Лак Лакра ХВ-784 бесцветный (0.5л),270,"['Бренд: Лакра', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""нет"", ""Состав,"": ""модифицированные синтетические смолы"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Лакра"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""646 / 647"", ""Способ нанесения"": ""кисть / тампон / краскораспылитель"", ""Время полного высыхания (ч)"": ""12"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""120-150 мл/м2"", ""Время высыхания между слоями (ч)"": ""2"", ""Тип поверхности"": ""дерево""}"
Лак Кудо акриловый  универсальный аэрозоль,299,"['Бренд: Kudo', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""глянцевая"", ""Состав,"": ""акриловый"", ""Бренд"": ""Kudo"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Способ нанесения"": ""через форсунку баллона"", ""Время полного высыхания (ч)"": ""2"", ""Кол-во в упаковке, (шт)"": ""12"", ""Время высыхания на отлип, (ч)"": ""0,5"", ""Кратность отгрузки, (шт)"": ""1"", ""Расход (1 слой), (г/кв.м)"": ""0.26мл/кв.м"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания первого слоя (ч)"": ""0.17"", ""Тип поверхности"": ""дерево / пластик / ПВХ / металл"", ""Фасовка (л)"": ""0.52""}"
Яхтный лак для дерева EUROTEX Бесцветный полуматовый - 2 л,1 559,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Состав,"": ""алкидно-уретановый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""до 8 лет"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""168"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2-4"", ""Расход (1 слой), (кв.м/л)"": ""9-13"", ""Время высыхания между слоями (ч)"": ""12"", ""Тип поверхности"": ""кирпич / бетон / натуральный камень / дерево / ДВП / ДСП / минеральные поверхности"", ""Фасовка (л)"": ""2""}"
Яхтный лак для дерева EUROTEX Бесцветный глянцевый - 2 л,1 496,"['Бренд: Eurotex', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Состав,"": ""алкидно-уретановый"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""до 8 лет"", ""Бренд"": ""Eurotex"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""168"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2-4"", ""Расход (1 слой), (кв.м/л)"": ""9-13"", ""Время высыхания между слоями (ч)"": ""12"", ""Тип поверхности"": ""кирпич / бетон / натуральный камень / дерево / ДВП / ДСП / минеральные поверхности"", ""Фасовка (л)"": ""2""}"
Краска для игрушек Biofa светло-зеленая 8005-7-34 (0.125л),,"['Бренд: Biofa', 'Страна производителя: ГЕРМАНИЯ', 'Цвет: светло-зеленый']","{""Степень блеска поверхности"": ""матовая"", ""Колеровка"": ""нет"", ""Тип работ"": ""внутренние работы"", ""Бренд"": ""Biofa"", ""Страна производителя"": ""ГЕРМАНИЯ"", ""Цвет"": ""светло-зеленый"", ""Расход"": ""13-20 м2/л"", ""Состав,"": ""водный"", ""Разбавитель (растворитель)"": ""вода"", ""Артикул"": ""8005-7-34"", ""Готовность к применению"": ""готов к применению"", ""Способ нанесения"": ""кисть / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""0.5"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Фасовка (л)"": ""0.125""}"
Грунт-эмаль аэрозольная Kudo для пластика RAL 9006 Серебристая 0.52 л,180,"['Бренд: Kudo', 'Страна производителя: РОССИЯ', 'Цвет: серебристый']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Способ нанесения"": ""через форсунку баллона"", ""Тип поверхности"": ""пластик / ПВХ"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""полиолефиновые смолы"", ""Бренд"": ""Kudo"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""серебристый"", ""Артикул"": ""KU-6012"", ""Время полного высыхания (ч)"": ""2"", ""Время высыхания на отлип, (ч)"": ""20 минут"", ""Расход (1 слой), (г/кв.м)"": ""примерно 2 м.кв/баллон"", ""Температура применения, (град. C)"": ""не ниже +10"", ""Рекомендованное количество слоев покрытия"": ""1-2""}"
Грунт-эмаль яхтная EXPRESSO RAL9005 черная 0.9 кг,790,"['Бренд: EXPRESSO', 'Страна производителя: РОССИЯ', 'Цвет: черный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для защиты и окраски цветных металлов / для защиты металла в агрессивной среде / для защиты бетонных поверхностей в агрессивной среде"", ""Степень блеска поверхности"": ""матовая"", ""Тип поверхности"": ""алюминий / дерево / пластик / ПВХ / минеральные поверхности / металл"", ""Колеровка"": ""готовый цвет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""EXPRESSO"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""черный"", ""Разбавитель (растворитель)"": ""ксилол"", ""Способ нанесения"": ""кисть / валик / безвоздушное"", ""Время полного высыхания (ч)"": ""4"", ""Расход (1 слой), (г/кв.м)"": ""300-350"", ""Температура применения, (град. C)"": ""от -20"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания между слоями (ч)"": ""2"", ""Поверхность готова к нагрузке (ч)"": ""72"", ""Фасовка, (кг)"": ""0.9""}"
Грунт-эмаль яхтная EXPRESSO RAL5010 темно-синяя 1.9 кг,1 480,"['Бренд: EXPRESSO', 'Страна производителя: РОССИЯ', 'Цвет: темно-синий']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для защиты и окраски цветных металлов / для защиты металла в агрессивной среде / для защиты бетонных поверхностей в агрессивной среде"", ""Степень блеска поверхности"": ""матовая"", ""Тип поверхности"": ""алюминий / дерево / пластик / ПВХ / минеральные поверхности / металл"", ""Колеровка"": ""готовый цвет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""EXPRESSO"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""темно-синий"", ""Разбавитель (растворитель)"": ""ксилол"", ""Способ нанесения"": ""кисть / валик / безвоздушное"", ""Время полного высыхания (ч)"": ""4"", ""Расход (1 слой), (г/кв.м)"": ""300-350"", ""Температура применения, (град. C)"": ""от -20"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания между слоями (ч)"": ""2"", ""Поверхность готова к нагрузке (ч)"": ""72"", ""Фасовка, (кг)"": ""1.9""}"
Грунт-эмаль EXPRESSO яхтная до -20С желтая (0.9кг),790,"['Бренд: EXPRESSO', 'Страна производителя: РОССИЯ', 'Цвет: белый']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для защиты и окраски цветных металлов / для надводного борта / для защиты металла в агрессивной среде"", ""Степень блеска поверхности"": ""матовая"", ""Тип поверхности"": ""алюминий / дерево / пластик / ПВХ / минеральные поверхности / металл"", ""Колеровка"": ""готовый цвет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""EXPRESSO"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Разбавитель (растворитель)"": ""ксилол"", ""Способ нанесения"": ""кисть / валик / безвоздушное"", ""Время полного высыхания (ч)"": ""4"", ""Расход (1 слой), (г/кв.м)"": ""300-350"", ""Температура применения, (град. C)"": ""от -20 до +35"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания между слоями (ч)"": ""2"", ""Поверхность готова к нагрузке (ч)"": ""72"", ""Фасовка, (кг)"": ""0.9""}"
